Ville,Station,Année,Mois,Indicateur,Valeur
Bordeaux,bordeaux-merignac,2016,sept,Tempé. maxi minimale,19.9
Bordeaux,bordeaux-merignac,2016,oct,Tempé. maxi minimale,13.9
Bordeaux,bordeaux-merignac,2016,nov,Tempé. maxi minimale,8.9
Bordeaux,bordeaux-merignac,2016,dec,Tempé. maxi minimale,4.4
Bordeaux,bordeaux-merignac,2016,janv,Tempé. mini maximale,11.2
Bordeaux,bordeaux-merignac,2016,fev,Tempé. mini maximale,11.2
Bordeaux,bordeaux-merignac,2016,mars,Tempé. mini maximale,10.3
Bordeaux,bordeaux-merignac,2016,avr,Tempé. mini maximale,13.2
Bordeaux,bordeaux-merignac,2016,mai,Tempé. mini maximale,16.3
Bordeaux,bordeaux-merignac,2016,juin,Tempé. mini maximale,19.5
Bordeaux,bordeaux-merignac,2016,juil,Tempé. mini maximale,21.1
Bordeaux,bordeaux-merignac,2016,août,Tempé. mini maximale,21.1
Bordeaux,bordeaux-merignac,2016,sept,Tempé. mini maximale,19.5
Bordeaux,bordeaux-merignac,2016,oct,Tempé. mini maximale,15.7
Bordeaux,bordeaux-merignac,2016,nov,Tempé. mini maximale,11.7
Bordeaux,bordeaux-merignac,2016,dec,Tempé. mini maximale,11.5
Bordeaux,bordeaux-merignac,2016,janv,DJU (chauffagiste),271.8
Bordeaux,bordeaux-merignac,2016,fev,DJU (chauffagiste),268.5
Bordeaux,bordeaux-merignac,2016,mars,DJU (chauffagiste),259.3
Bordeaux,bordeaux-merignac,2016,avr,DJU (chauffagiste),181.1
Bordeaux,bordeaux-merignac,2016,mai,DJU (chauffagiste),86.6
Bordeaux,bordeaux-merignac,2016,juin,DJU (chauffagiste),35.1
Bordeaux,bordeaux-merignac,2016,juil,DJU (chauffagiste),16
Bordeaux,bordeaux-merignac,2016,août,DJU (chauffagiste),15.8
Bordeaux,bordeaux-merignac,2016,sept,DJU (chauffagiste),26.5
Bordeaux,bordeaux-merignac,2016,oct,DJU (chauffagiste),137.3
Bordeaux,bordeaux-merignac,2016,nov,DJU (chauffagiste),228.2
Bordeaux,bordeaux-merignac,2016,dec,DJU (chauffagiste),307.3
Bordeaux,bordeaux-merignac,2016,mars,DJU (climaticien),2.2
Bordeaux,bordeaux-merignac,2016,avr,DJU (climaticien),3.4
Bordeaux,bordeaux-merignac,2016,mai,DJU (climaticien),29.8
Bordeaux,bordeaux-merignac,2016,juin,DJU (climaticien),63.6
Bordeaux,bordeaux-merignac,2016,juil,DJU (climaticien),124.6
Bordeaux,bordeaux-merignac,2016,août,DJU (climaticien),163.4
Bordeaux,bordeaux-merignac,2016,sept,DJU (climaticien),108.9
Bordeaux,bordeaux-merignac,2016,oct,DJU (climaticien),11.5
Bordeaux,bordeaux-merignac,2016,nov,DJU (climaticien),1
Bordeaux,bordeaux-merignac,2016,janv,Ensoleillement (heures),58.3
Bordeaux,bordeaux-merignac,2016,fev,Ensoleillement (heures),95.4
Bordeaux,bordeaux-merignac,2016,mars,Ensoleillement (heures),145.8
Bordeaux,bordeaux-merignac,2016,avr,Ensoleillement (heures),162.1
Bordeaux,bordeaux-merignac,2016,mai,Ensoleillement (heures),190.2
Bordeaux,bordeaux-merignac,2016,juin,Ensoleillement (heures),181.7
Bordeaux,bordeaux-merignac,2016,juil,Ensoleillement (heures),273.4
Bordeaux,bordeaux-merignac,2016,août,Ensoleillement (heures),313.2
Bordeaux,bordeaux-merignac,2016,sept,Ensoleillement (heures),221.7
Bordeaux,bordeaux-merignac,2016,oct,Ensoleillement (heures),167.1
Bordeaux,bordeaux-merignac,2016,nov,Ensoleillement (heures),90.7
Bordeaux,bordeaux-merignac,2016,dec,Ensoleillement (heures),124.7
Bordeaux,bordeaux-merignac,2016,janv,Cumul Précips,233.8
Bordeaux,bordeaux-merignac,2016,fev,Cumul Précips,151.7
Bordeaux,bordeaux-merignac,2016,mars,Cumul Précips,110.2
Bordeaux,bordeaux-merignac,2016,avr,Cumul Précips,59.8
Bordeaux,bordeaux-merignac,2016,mai,Cumul Précips,92.6
Bordeaux,bordeaux-merignac,2016,juin,Cumul Précips,74.5
Bordeaux,bordeaux-merignac,2016,juil,Cumul Précips,12.7
Bordeaux,bordeaux-merignac,2016,août,Cumul Précips,11.3
Bordeaux,bordeaux-merignac,2016,sept,Cumul Précips,65.1
Bordeaux,bordeaux-merignac,2016,oct,Cumul Précips,12.0
Bordeaux,bordeaux-merignac,2016,nov,Cumul Précips,85.5
Bordeaux,bordeaux-merignac,2016,dec,Cumul Précips,13.2
Bordeaux,bordeaux-merignac,2016,janv,Max en 24h de précips,38.9
Bordeaux,bordeaux-merignac,2016,fev,Max en 24h de précips,27.6
Bordeaux,bordeaux-merignac,2016,mars,Max en 24h de précips,24.8
Bordeaux,bordeaux-merignac,2016,avr,Max en 24h de précips,9.5
Bordeaux,bordeaux-merignac,2016,mai,Max en 24h de précips,20.3
Bordeaux,bordeaux-merignac,2016,juin,Max en 24h de précips,22.8
Bordeaux,bordeaux-merignac,2016,juil,Max en 24h de précips,5.7
Bordeaux,bordeaux-merignac,2016,août,Max en 24h de précips,9.9
Bordeaux,bordeaux-merignac,2016,sept,Max en 24h de précips,41.2
Bordeaux,bordeaux-merignac,2016,oct,Max en 24h de précips,5.8
Bordeaux,bordeaux-merignac,2016,nov,Max en 24h de précips,15.7
Bordeaux,bordeaux-merignac,2016,dec,Max en 24h de précips,5.2
Bordeaux,bordeaux-merignac,2016,janv,Max en 5j de précips,110.0
Bordeaux,bordeaux-merignac,2016,fev,Max en 5j de précips,75.4
Bordeaux,bordeaux-merignac,2016,mars,Max en 5j de précips,55.8
Bordeaux,bordeaux-merignac,2016,avr,Max en 5j de précips,21.0
Bordeaux,bordeaux-merignac,2016,mai,Max en 5j de précips,37.0
Bordeaux,bordeaux-merignac,2016,juin,Max en 5j de précips,53.0
Bordeaux,bordeaux-merignac,2016,juil,Max en 5j de précips,9.1
Bordeaux,bordeaux-merignac,2016,août,Max en 5j de précips,9.9
Bordeaux,bordeaux-merignac,2016,sept,Max en 5j de précips,51.4
Bordeaux,bordeaux-merignac,2016,oct,Max en 5j de précips,7.4
Bordeaux,bordeaux-merignac,2016,nov,Max en 5j de précips,35.4
Bordeaux,bordeaux-merignac,2016,dec,Max en 5j de précips,12.0
Bordeaux,bordeaux-merignac,2016,janv,Moyenne ≥ 1 de précips [?],12.2
Bordeaux,bordeaux-merignac,2016,fev,Moyenne ≥ 1 de précips [?],9.9
Bordeaux,bordeaux-merignac,2016,mars,Moyenne ≥ 1 de précips [?],7.2
Bordeaux,bordeaux-merignac,2016,avr,Moyenne ≥ 1 de précips [?],4.1
Bordeaux,bordeaux-merignac,2016,mai,Moyenne ≥ 1 de précips [?],11.0
Bordeaux,bordeaux-merignac,2016,juin,Moyenne ≥ 1 de précips [?],7.4
Bordeaux,bordeaux-merignac,2016,juil,Moyenne ≥ 1 de précips [?],2.8
Bordeaux,bordeaux-merignac,2016,août,Moyenne ≥ 1 de précips [?],5.6
Bordeaux,bordeaux-merignac,2016,sept,Moyenne ≥ 1 de précips [?],16.1
Bordeaux,bordeaux-merignac,2016,oct,Moyenne ≥ 1 de précips [?],3.6
Bordeaux,bordeaux-merignac,2016,nov,Moyenne ≥ 1 de précips [?],6.4
Bordeaux,bordeaux-merignac,2016,dec,Moyenne ≥ 1 de précips [?],3.1
Bordeaux,bordeaux-merignac,2016,janv,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,fev,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,mars,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,avr,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,mai,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,juin,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,juil,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,août,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,sept,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,nov,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,dec,Neige au sol maximale,0.0
Bordeaux,bordeaux-merignac,2016,janv,Rafale maximale,103.0
Bordeaux,bordeaux-merignac,2016,fev,Rafale maximale,94.3
Bordeaux,bordeaux-merignac,2016,mars,Rafale maximale,69.1
Bordeaux,bordeaux-merignac,2016,avr,Rafale maximale,70.2
Bordeaux,bordeaux-merignac,2016,mai,Rafale maximale,70.2
Bordeaux,bordeaux-merignac,2016,juin,Rafale maximale,67.7
Bordeaux,bordeaux-merignac,2016,juil,Rafale maximale,55.1
Bordeaux,bordeaux-merignac,2016,août,Rafale maximale,49.0
Bordeaux,bordeaux-merignac,2016,sept,Rafale maximale,78.5
Bordeaux,bordeaux-merignac,2016,oct,Rafale maximale,53.6
Bordeaux,bordeaux-merignac,2016,nov,Rafale maximale,77.8
Bordeaux,bordeaux-merignac,2016,dec,Rafale maximale,31.7
Bordeaux,bordeaux-merignac,2016,janv,Pression minimale,994.7
Bordeaux,bordeaux-merignac,2016,fev,Pression minimale,988.9
Bordeaux,bordeaux-merignac,2016,mars,Pression minimale,996.7
Bordeaux,bordeaux-merignac,2016,avr,Pression minimale,998.7
Bordeaux,bordeaux-merignac,2016,mai,Pression minimale,999.7
Bordeaux,bordeaux-merignac,2016,juin,Pression minimale,1001.8
Bordeaux,bordeaux-merignac,2016,juil,Pression minimale,1013.1
Bordeaux,bordeaux-merignac,2016,août,Pression minimale,1010.3
Bordeaux,bordeaux-merignac,2016,sept,Pression minimale,1003.6
Bordeaux,bordeaux-merignac,2016,oct,Pression minimale,1001.1
Bordeaux,bordeaux-merignac,2016,nov,Pression minimale,992.1
Bordeaux,bordeaux-merignac,2016,dec,Pression minimale,1013.6
Bordeaux,bordeaux-merignac,2016,janv,Pression maximale,1036.9
Bordeaux,bordeaux-merignac,2016,fev,Pression maximale,1039.2
Bordeaux,bordeaux-merignac,2016,mars,Pression maximale,1029.8
Bordeaux,bordeaux-merignac,2016,avr,Pression maximale,1029.0
Bordeaux,bordeaux-merignac,2016,mai,Pression maximale,1031.3
Bordeaux,bordeaux-merignac,2016,juin,Pression maximale,1029.5
Bordeaux,bordeaux-merignac,2016,juil,Pression maximale,1028.7
Bordeaux,bordeaux-merignac,2016,août,Pression maximale,1029.8
Bordeaux,bordeaux-merignac,2016,sept,Pression maximale,1031.1
Bordeaux,bordeaux-merignac,2016,oct,Pression maximale,1033.3
Bordeaux,bordeaux-merignac,2016,nov,Pression maximale,1035.4
Bordeaux,bordeaux-merignac,2016,dec,Pression maximale,1038.0
Bordeaux,bordeaux-merignac,2016,janv,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,fev,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,mars,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,avr,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,mai,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,juin,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,juil,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,août,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,sept,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,oct,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,nov,Mise à jour,2019-01-13
Bordeaux,bordeaux-merignac,2016,dec,Mise à jour,2019-01-13
Paris,paris-montsouris,1998,janv,Tempé. maxi extrême,15.9
Paris,paris-montsouris,1998,fev,Tempé. maxi extrême,17.6
Paris,paris-montsouris,1998,mars,Tempé. maxi extrême,21.9
Paris,paris-montsouris,1998,avr,Tempé. maxi extrême,24.4
Paris,paris-montsouris,1998,mai,Tempé. maxi extrême,31.7
Paris,paris-montsouris,1998,juin,Tempé. maxi extrême,32.4
Paris,paris-montsouris,1998,juil,Tempé. maxi extrême,33.8
Paris,paris-montsouris,1998,août,Tempé. maxi extrême,37.3
Paris,paris-montsouris,1998,sept,Tempé. maxi extrême,28.3
Paris,paris-montsouris,1998,oct,Tempé. maxi extrême,19.1
Paris,paris-montsouris,1998,nov,Tempé. maxi extrême,15.2
Paris,paris-montsouris,1998,dec,Tempé. maxi extrême,15.4
Paris,paris-montsouris,1998,janv,Tempé. maxi moyennes,8.4
Paris,paris-montsouris,1998,fev,Tempé. maxi moyennes,10.9
Paris,paris-montsouris,1998,mars,Tempé. maxi moyennes,12.9
Paris,paris-montsouris,1998,avr,Tempé. maxi moyennes,13.8
Paris,paris-montsouris,1998,mai,Tempé. maxi moyennes,22.0
Paris,paris-montsouris,1998,juin,Tempé. maxi moyennes,23.4
Paris,paris-montsouris,1998,juil,Tempé. maxi moyennes,22.9
Paris,paris-montsouris,1998,août,Tempé. maxi moyennes,26.1
Paris,paris-montsouris,1998,sept,Tempé. maxi moyennes,20.8
Paris,paris-montsouris,1998,oct,Tempé. maxi moyennes,15.0
Paris,paris-montsouris,1998,nov,Tempé. maxi moyennes,8.5
Paris,paris-montsouris,1998,dec,Tempé. maxi moyennes,8.2
Paris,paris-montsouris,1998,janv,Tempé. moy moyennes,5.8
Paris,paris-montsouris,1998,fev,Tempé. moy moyennes,7.2
Paris,paris-montsouris,1998,mars,Tempé. moy moyennes,9.5
Paris,paris-montsouris,1998,avr,Tempé. moy moyennes,10.5
Paris,paris-montsouris,1998,mai,Tempé. moy moyennes,17.2
Paris,paris-montsouris,1998,juin,Tempé. moy moyennes,18.5
Paris,paris-montsouris,1998,juil,Tempé. moy moyennes,18.7
Paris,paris-montsouris,1998,août,Tempé. moy moyennes,20.5
Paris,paris-montsouris,1998,sept,Tempé. moy moyennes,16.9
Paris,paris-montsouris,1998,oct,Tempé. moy moyennes,12.3
Paris,paris-montsouris,1998,nov,Tempé. moy moyennes,5.9
Paris,paris-montsouris,1998,dec,Tempé. moy moyennes,6.0
Paris,paris-montsouris,1998,janv,Tempé. mini moyennes,3.1
Paris,paris-montsouris,1998,fev,Tempé. mini moyennes,3.5
Paris,paris-montsouris,1998,mars,Tempé. mini moyennes,6.0
Paris,paris-montsouris,1998,avr,Tempé. mini moyennes,7.3
Paris,paris-montsouris,1998,mai,Tempé. mini moyennes,12.3
Paris,paris-montsouris,1998,juin,Tempé. mini moyennes,13.6
Paris,paris-montsouris,1998,juil,Tempé. mini moyennes,14.4
Paris,paris-montsouris,1998,août,Tempé. mini moyennes,15.0
Paris,paris-montsouris,1998,sept,Tempé. mini moyennes,12.9
Paris,paris-montsouris,1998,oct,Tempé. mini moyennes,9.6
Paris,paris-montsouris,1998,nov,Tempé. mini moyennes,3.2
Paris,paris-montsouris,1998,dec,Tempé. mini moyennes,4.2
Paris,paris-montsouris,1998,janv,Tempé. mini extrême,-4.8
Paris,paris-montsouris,1998,fev,Tempé. mini extrême,-4.8
Paris,paris-montsouris,1998,mars,Tempé. mini extrême,-0.2
Paris,paris-montsouris,1998,avr,Tempé. mini extrême,1.0
Paris,paris-montsouris,1998,mai,Tempé. mini extrême,6.6
Paris,paris-montsouris,1998,juin,Tempé. mini extrême,8.5
Paris,paris-montsouris,1998,juil,Tempé. mini extrême,11.1
Paris,paris-montsouris,1998,août,Tempé. mini extrême,10.1
Paris,paris-montsouris,1998,sept,Tempé. mini extrême,8.4
Paris,paris-montsouris,1998,oct,Tempé. mini extrême,6.4
Paris,paris-montsouris,1998,nov,Tempé. mini extrême,-6.1
Paris,paris-montsouris,1998,dec,Tempé. mini extrême,-1.5
Paris,paris-montsouris,1998,janv,Tempé. maxi minimale,-1.1
Paris,paris-montsouris,1998,fev,Tempé. maxi minimale,0.4
Paris,paris-montsouris,1998,mars,Tempé. maxi minimale,8.0
Paris,paris-montsouris,1998,avr,Tempé. maxi minimale,8.4
Paris,paris-montsouris,1998,mai,Tempé. maxi minimale,11.5
Paris,paris-montsouris,1998,juin,Tempé. maxi minimale,16.6
Paris,paris-montsouris,1998,juil,Tempé. maxi minimale,18.4
Paris,paris-montsouris,1998,août,Tempé. maxi minimale,18.1
Paris,paris-montsouris,1998,sept,Tempé. maxi minimale,14.4
Paris,paris-montsouris,1998,oct,Tempé. maxi minimale,11.3
Paris,paris-montsouris,1998,nov,Tempé. maxi minimale,0.2
Paris,paris-montsouris,1998,dec,Tempé. maxi minimale,1.6
Paris,paris-montsouris,1998,janv,Tempé. mini maximale,9.4
Paris,paris-montsouris,1998,fev,Tempé. mini maximale,9.2
Paris,paris-montsouris,1998,mars,Tempé. mini maximale,12.2
Paris,paris-montsouris,1998,avr,Tempé. mini maximale,12.9
Paris,paris-montsouris,1998,mai,Tempé. mini maximale,18.7
Paris,paris-montsouris,1998,juin,Tempé. mini maximale,19.5
Paris,paris-montsouris,1998,juil,Tempé. mini maximale,18.8
Paris,paris-montsouris,1998,août,Tempé. mini maximale,21.5
Paris,paris-montsouris,1998,sept,Tempé. mini maximale,17.8
Paris,paris-montsouris,1998,oct,Tempé. mini maximale,14.8
Paris,paris-montsouris,1998,nov,Tempé. mini maximale,11.5
Paris,paris-montsouris,1998,dec,Tempé. mini maximale,9.3
Paris,paris-montsouris,1998,janv,DJU (chauffagiste),379.6
Paris,paris-montsouris,1998,fev,DJU (chauffagiste),303.1
Paris,paris-montsouris,1998,mars,DJU (chauffagiste),266.8
Paris,paris-montsouris,1998,avr,DJU (chauffagiste),226.5
Paris,paris-montsouris,1998,mai,DJU (chauffagiste),84.1
Paris,paris-montsouris,1998,juin,DJU (chauffagiste),46.5
Paris,paris-montsouris,1998,juil,DJU (chauffagiste),34.4
Paris,paris-montsouris,1998,août,DJU (chauffagiste),30.6
Paris,paris-montsouris,1998,sept,DJU (chauffagiste),64.5
Paris,paris-montsouris,1998,oct,DJU (chauffagiste),177.9
Paris,paris-montsouris,1998,nov,DJU (chauffagiste),364.6
Paris,paris-montsouris,1998,dec,DJU (chauffagiste),373.3
Paris,paris-montsouris,1998,mars,DJU (climaticien),2
Paris,paris-montsouris,1998,avr,DJU (climaticien),1.9
Paris,paris-montsouris,1998,mai,DJU (climaticien),57.9
Paris,paris-montsouris,1998,juin,DJU (climaticien),61.7
Paris,paris-montsouris,1998,juil,DJU (climaticien),54.8
Paris,paris-montsouris,1998,août,DJU (climaticien),109.4
Paris,paris-montsouris,1998,sept,DJU (climaticien),30.3
Paris,paris-montsouris,1998,oct,DJU (climaticien),0.5
Paris,paris-montsouris,1998,janv,Cumul Précips,76.6
Paris,paris-montsouris,1998,fev,Cumul Précips,6.2
Paris,paris-montsouris,1998,mars,Cumul Précips,22.6
Paris,paris-montsouris,1998,avr,Cumul Précips,123.4
Paris,paris-montsouris,1998,mai,Cumul Précips,15.6
Paris,paris-montsouris,1998,juin,Cumul Précips,51.4
Paris,paris-montsouris,1998,juil,Cumul Précips,37.4
Paris,paris-montsouris,1998,août,Cumul Précips,51.4
Paris,paris-montsouris,1998,sept,Cumul Précips,92.4
Paris,paris-montsouris,1998,oct,Cumul Précips,116.2
Paris,paris-montsouris,1998,nov,Cumul Précips,33.2
Paris,paris-montsouris,1998,dec,Cumul Précips,45.6
Paris,paris-montsouris,1998,janv,Max en 24h de précips,18.6
Paris,paris-montsouris,1998,fev,Max en 24h de précips,3.6
Paris,paris-montsouris,1998,mars,Max en 24h de précips,10.2
Paris,paris-montsouris,1998,avr,Max en 24h de précips,19.8
Paris,paris-montsouris,1998,mai,Max en 24h de précips,7.0
Paris,paris-montsouris,1998,juin,Max en 24h de précips,7.4
Paris,paris-montsouris,1998,juil,Max en 24h de précips,9.6
Paris,paris-montsouris,1998,août,Max en 24h de précips,32.4
Paris,paris-montsouris,1998,sept,Max en 24h de précips,19.0
Paris,paris-montsouris,1998,oct,Max en 24h de précips,26.4
Paris,paris-montsouris,1998,nov,Max en 24h de précips,9.4
Paris,paris-montsouris,1998,dec,Max en 24h de précips,8.2
Paris,paris-montsouris,1998,janv,Max en 5j de précips,36.0
Paris,paris-montsouris,1998,fev,Max en 5j de précips,4.6
Paris,paris-montsouris,1998,mars,Max en 5j de précips,15.4
Paris,paris-montsouris,1998,avr,Max en 5j de précips,41.0
Paris,paris-montsouris,1998,mai,Max en 5j de précips,13.2
Paris,paris-montsouris,1998,juin,Max en 5j de précips,22.8
Paris,paris-montsouris,1998,juil,Max en 5j de précips,24.6
Paris,paris-montsouris,1998,août,Max en 5j de précips,41.2
Paris,paris-montsouris,1998,sept,Max en 5j de précips,29.0
Paris,paris-montsouris,1998,oct,Max en 5j de précips,49.6
Paris,paris-montsouris,1998,nov,Max en 5j de précips,12.6
Paris,paris-montsouris,1998,dec,Max en 5j de précips,17.6
Paris,paris-montsouris,1998,janv,Moyenne ≥ 1 de précips [?],6.4
Paris,paris-montsouris,1998,fev,Moyenne ≥ 1 de précips [?],3.6
Paris,paris-montsouris,1998,mars,Moyenne ≥ 1 de précips [?],3.1
Paris,paris-montsouris,1998,avr,Moyenne ≥ 1 de précips [?],6.1
Paris,paris-montsouris,1998,mai,Moyenne ≥ 1 de précips [?],3.0
Paris,paris-montsouris,1998,juin,Moyenne ≥ 1 de précips [?],4.5
Paris,paris-montsouris,1998,juil,Moyenne ≥ 1 de précips [?],3.9
Paris,paris-montsouris,1998,août,Moyenne ≥ 1 de précips [?],7.3
Paris,paris-montsouris,1998,sept,Moyenne ≥ 1 de précips [?],6.4
Paris,paris-montsouris,1998,oct,Moyenne ≥ 1 de précips [?],6.8
Paris,paris-montsouris,1998,nov,Moyenne ≥ 1 de précips [?],4.3
Paris,paris-montsouris,1998,dec,Moyenne ≥ 1 de précips [?],2.8
Paris,paris-montsouris,1998,janv,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,fev,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,mars,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,avr,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,mai,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,juin,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,juil,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,août,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,sept,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,oct,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,nov,Mise à jour,2023-12-13
Paris,paris-montsouris,1998,dec,Mise à jour,2023-12-13
Marseille,marseille-dromel,2020,janv,Mise à jour,2020-03-17
Marseille,marseille-dromel,2020,fev,Mise à jour,2020-03-17
Marseille,marseille-dromel,2020,mars,Mise à jour,2020-03-23
Marseille,marseille-dromel,2020,avr,Mise à jour,2020-03-17
Marseille,marseille-dromel,2020,mai,Mise à jour,2020-03-17
Paris,paris-montsouris,2013,janv,Tempé. maxi extrême,13.6
Paris,paris-montsouris,2013,fev,Tempé. maxi extrême,12.0
Paris,paris-montsouris,2013,mars,Tempé. maxi extrême,16.4
Paris,paris-montsouris,2013,avr,Tempé. maxi extrême,26.7
Paris,paris-montsouris,2013,mai,Tempé. maxi extrême,22.3
Paris,paris-montsouris,2013,juin,Tempé. maxi extrême,29.2
Paris,paris-montsouris,2013,juil,Tempé. maxi extrême,35.0
Paris,paris-montsouris,2013,août,Tempé. maxi extrême,35.5
Paris,paris-montsouris,2013,sept,Tempé. maxi extrême,32.9
Paris,paris-montsouris,2013,oct,Tempé. maxi extrême,23.8
Paris,paris-montsouris,2013,nov,Tempé. maxi extrême,17.1
Paris,paris-montsouris,2013,dec,Tempé. maxi extrême,13.4
Paris,paris-montsouris,2013,janv,Tempé. maxi moyennes,6.0
Paris,paris-montsouris,2013,fev,Tempé. maxi moyennes,6.1
Paris,paris-montsouris,2013,mars,Tempé. maxi moyennes,8.5
Paris,paris-montsouris,2013,avr,Tempé. maxi moyennes,15.0
Paris,paris-montsouris,2013,mai,Tempé. maxi moyennes,16.4
Paris,paris-montsouris,2013,juin,Tempé. maxi moyennes,21.8
Paris,paris-montsouris,2013,juil,Tempé. maxi moyennes,28.2
Paris,paris-montsouris,2013,août,Tempé. maxi moyennes,25.7
Paris,paris-montsouris,2013,sept,Tempé. maxi moyennes,21.5
Paris,paris-montsouris,2013,oct,Tempé. maxi moyennes,17.8
Paris,paris-montsouris,2013,nov,Tempé. maxi moyennes,10.1
Paris,paris-montsouris,2013,dec,Tempé. maxi moyennes,9.4
Paris,paris-montsouris,2013,janv,Tempé. moy moyennes,4.2
Paris,paris-montsouris,2013,fev,Tempé. moy moyennes,3.6
Paris,paris-montsouris,2013,mars,Tempé. moy moyennes,5.9
Paris,paris-montsouris,2013,avr,Tempé. moy moyennes,11.2
Paris,paris-montsouris,2013,mai,Tempé. moy moyennes,12.9
Paris,paris-montsouris,2013,juin,Tempé. moy moyennes,17.5
Paris,paris-montsouris,2013,juil,Tempé. moy moyennes,22.9
Paris,paris-montsouris,2013,août,Tempé. moy moyennes,20.7
Paris,paris-montsouris,2013,sept,Tempé. moy moyennes,17.5
Paris,paris-montsouris,2013,oct,Tempé. moy moyennes,14.8
Paris,paris-montsouris,2013,nov,Tempé. moy moyennes,7.9
Paris,paris-montsouris,2013,dec,Tempé. moy moyennes,6.7
Paris,paris-montsouris,2013,janv,Tempé. mini moyennes,2.4
Paris,paris-montsouris,2013,fev,Tempé. mini moyennes,1.3
Paris,paris-montsouris,2013,mars,Tempé. mini moyennes,3.0
Paris,paris-montsouris,2013,avr,Tempé. mini moyennes,6.9
Paris,paris-montsouris,2013,mai,Tempé. mini moyennes,9.1
Paris,paris-montsouris,2013,juin,Tempé. mini moyennes,13.1
Paris,paris-montsouris,2013,juil,Tempé. mini moyennes,17.5
Paris,paris-montsouris,2013,août,Tempé. mini moyennes,15.8
Paris,paris-montsouris,2013,sept,Tempé. mini moyennes,13.6
Paris,paris-montsouris,2013,oct,Tempé. mini moyennes,11.7
Paris,paris-montsouris,2013,nov,Tempé. mini moyennes,5.7
Paris,paris-montsouris,2013,dec,Tempé. mini moyennes,4.1
Paris,paris-montsouris,2013,janv,Tempé. mini extrême,-5.2
Paris,paris-montsouris,2013,fev,Tempé. mini extrême,-3.7
Paris,paris-montsouris,2013,mars,Tempé. mini extrême,-5.5
Paris,paris-montsouris,2013,avr,Tempé. mini extrême,0.5
Paris,paris-montsouris,2013,mai,Tempé. mini extrême,3.7
Paris,paris-montsouris,2013,juin,Tempé. mini extrême,8.4
Paris,paris-montsouris,2013,juil,Tempé. mini extrême,12.5
Paris,paris-montsouris,2013,août,Tempé. mini extrême,11.8
Paris,paris-montsouris,2013,sept,Tempé. mini extrême,9.2
Paris,paris-montsouris,2013,oct,Tempé. mini extrême,4.3
Paris,paris-montsouris,2013,nov,Tempé. mini extrême,1.9
Paris,paris-montsouris,2013,dec,Tempé. mini extrême,-1.6
Paris,paris-montsouris,2013,janv,Tempé. maxi minimale,-1.6
Paris,paris-montsouris,2013,fev,Tempé. maxi minimale,-0.7
Paris,paris-montsouris,2013,mars,Tempé. maxi minimale,-1.4
Paris,paris-montsouris,2013,avr,Tempé. maxi minimale,4.4
Paris,paris-montsouris,2013,mai,Tempé. maxi minimale,9.5
Paris,paris-montsouris,2013,juin,Tempé. maxi minimale,14.9
Paris,paris-montsouris,2013,juil,Tempé. maxi minimale,20.8
Paris,paris-montsouris,2013,août,Tempé. maxi minimale,14.8
Paris,paris-montsouris,2013,sept,Tempé. maxi minimale,15.9
Paris,paris-montsouris,2013,oct,Tempé. maxi minimale,11.0
Paris,paris-montsouris,2013,nov,Tempé. maxi minimale,4.3
Paris,paris-montsouris,2013,dec,Tempé. maxi minimale,4.7
Paris,paris-montsouris,2013,janv,Tempé. mini maximale,10.8
Paris,paris-montsouris,2013,fev,Tempé. mini maximale,7.7
Paris,paris-montsouris,2013,mars,Tempé. mini maximale,10.1
