Ville,Station,Année,Mois,Indicateur,Valeur
Paris,paris-20eme-porte-de-vincennes,2021,nov,Tempé. maxi extrême,13.7
Paris,paris-20eme-porte-de-vincennes,2021,dec,Tempé. maxi extrême,16.6
Paris,paris-20eme-porte-de-vincennes,2021,nov,Tempé. maxi moyennes,9.6
Paris,paris-20eme-porte-de-vincennes,2021,dec,Tempé. maxi moyennes,10.1
Paris,paris-20eme-porte-de-vincennes,2021,nov,Tempé. moy moyennes,5.2
Paris,paris-20eme-porte-de-vincennes,2021,dec,Tempé. moy moyennes,8.1
Paris,paris-20eme-porte-de-vincennes,2021,nov,Tempé. mini moyennes,5.2
Paris,paris-20eme-porte-de-vincennes,2021,dec,Tempé. mini moyennes,6.2
Paris,paris-20eme-porte-de-vincennes,2021,nov,Tempé. mini extrême,1.8
Paris,paris-20eme-porte-de-vincennes,2021,dec,Tempé. mini extrême,-1.4
Paris,paris-20eme-porte-de-vincennes,2021,nov,Tempé. maxi minimale,5.9
Paris,paris-20eme-porte-de-vincennes,2021,dec,Tempé. maxi minimale,0.6
Paris,paris-20eme-porte-de-vincennes,2021,nov,Tempé. mini maximale,10.8
Paris,paris-20eme-porte-de-vincennes,2021,dec,Tempé. mini maximale,13.8
Paris,paris-20eme-porte-de-vincennes,2021,nov,DJU (chauffagiste),199.8
Paris,paris-20eme-porte-de-vincennes,2021,dec,DJU (chauffagiste),305.7
Paris,paris-20eme-porte-de-vincennes,2021,nov,Ensoleillement (heures),23.8
Paris,paris-20eme-porte-de-vincennes,2021,dec,Ensoleillement (heures),45.7
Paris,paris-20eme-porte-de-vincennes,2021,nov,Cumul Précips,14.4
Paris,paris-20eme-porte-de-vincennes,2021,dec,Cumul Précips,84.6
Paris,paris-20eme-porte-de-vincennes,2021,nov,Max en 24h de précips,5.0
Paris,paris-20eme-porte-de-vincennes,2021,dec,Max en 24h de précips,15.6
Paris,paris-20eme-porte-de-vincennes,2021,nov,Max en 5j de précips,9.6
Paris,paris-20eme-porte-de-vincennes,2021,dec,Max en 5j de précips,28.0
Paris,paris-20eme-porte-de-vincennes,2021,nov,Moyenne ≥ 1 de précips [?],2.2
Paris,paris-20eme-porte-de-vincennes,2021,dec,Moyenne ≥ 1 de précips [?],5.5
Paris,paris-20eme-porte-de-vincennes,2021,nov,Rafale maximale,38.6
Paris,paris-20eme-porte-de-vincennes,2021,dec,Rafale maximale,41.8
Paris,paris-20eme-porte-de-vincennes,2021,nov,Pression minimale,986.7
Paris,paris-20eme-porte-de-vincennes,2021,dec,Pression minimale,989.7
Paris,paris-20eme-porte-de-vincennes,2021,nov,Pression maximale,1033.2
Paris,paris-20eme-porte-de-vincennes,2021,dec,Pression maximale,1037.7
Paris,paris-20eme-porte-de-vincennes,2021,nov,Mise à jour,2024-04-21
Paris,paris-20eme-porte-de-vincennes,2021,dec,Mise à jour,2024-04-21
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Tempé. maxi extrême,14.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Tempé. maxi extrême,16.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Tempé. maxi extrême,19.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Tempé. maxi extrême,21.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Tempé. maxi extrême,25.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Tempé. maxi extrême,32.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Tempé. maxi extrême,32.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Tempé. maxi extrême,30.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Tempé. maxi extrême,34.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Tempé. maxi extrême,27.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Tempé. maxi extrême,16.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Tempé. maxi extrême,12.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Tempé. maxi moyennes,7.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Tempé. maxi moyennes,10.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Tempé. maxi moyennes,12.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Tempé. maxi moyennes,14.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Tempé. maxi moyennes,19.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Tempé. maxi moyennes,26.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Tempé. maxi moyennes,24.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Tempé. maxi moyennes,23.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Tempé. maxi moyennes,25.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Tempé. maxi moyennes,19.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Tempé. maxi moyennes,11.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Tempé. maxi moyennes,9.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Tempé. moy moyennes,6.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Tempé. moy moyennes,7.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Tempé. moy moyennes,9.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Tempé. moy moyennes,10.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Tempé. moy moyennes,14.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Tempé. moy moyennes,21.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Tempé. moy moyennes,20.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Tempé. moy moyennes,20.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Tempé. moy moyennes,21.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Tempé. moy moyennes,15.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Tempé. moy moyennes,9.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Tempé. moy moyennes,7.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Tempé. mini moyennes,4.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Tempé. mini moyennes,4.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Tempé. mini moyennes,6.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Tempé. mini moyennes,7.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Tempé. mini moyennes,10.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Tempé. mini moyennes,16.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Tempé. mini moyennes,16.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Tempé. mini moyennes,16.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Tempé. mini moyennes,16.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Tempé. mini moyennes,12.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Tempé. mini moyennes,7.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Tempé. mini moyennes,6.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Tempé. mini extrême,-1.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Tempé. mini extrême,-0.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Tempé. mini extrême,-0.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Tempé. mini extrême,2.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Tempé. mini extrême,6.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Tempé. mini extrême,9.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Tempé. mini extrême,11.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Tempé. mini extrême,12.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Tempé. mini extrême,9.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Tempé. mini extrême,5.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Tempé. mini extrême,3.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Tempé. mini extrême,-1.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Tempé. maxi minimale,1.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Tempé. maxi minimale,4.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Tempé. maxi minimale,5.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Tempé. maxi minimale,8.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Tempé. maxi minimale,13.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Tempé. maxi minimale,19.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Tempé. maxi minimale,19.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Tempé. maxi minimale,18.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Tempé. maxi minimale,16.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Tempé. maxi minimale,11.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Tempé. maxi minimale,6.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Tempé. maxi minimale,3.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Tempé. mini maximale,10.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Tempé. mini maximale,10.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Tempé. mini maximale,12.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Tempé. mini maximale,14.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Tempé. mini maximale,13.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Tempé. mini maximale,20.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Tempé. mini maximale,21.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Tempé. mini maximale,21.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Tempé. mini maximale,23.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Tempé. mini maximale,17.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Tempé. mini maximale,12.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Tempé. mini maximale,10.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,DJU (chauffagiste),368.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,DJU (chauffagiste),300.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,DJU (chauffagiste),269.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,DJU (chauffagiste),192
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,DJU (chauffagiste),111.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,DJU (chauffagiste),15
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,DJU (chauffagiste),14.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,DJU (chauffagiste),20.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,DJU (chauffagiste),20.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,DJU (chauffagiste),106.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,DJU (chauffagiste),257
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,DJU (chauffagiste),315.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,DJU (climaticien),0.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,DJU (climaticien),0.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,DJU (climaticien),14.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,DJU (climaticien),117.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,DJU (climaticien),96.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,DJU (climaticien),87.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,DJU (climaticien),114.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,DJU (climaticien),29.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Ensoleillement (heures),29.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Ensoleillement (heures),95.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Ensoleillement (heures),77.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Ensoleillement (heures),115.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Ensoleillement (heures),215.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Ensoleillement (heures),258
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Ensoleillement (heures),142.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Ensoleillement (heures),148
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Ensoleillement (heures),173
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Ensoleillement (heures),123.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Ensoleillement (heures),59.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Ensoleillement (heures),32.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Cumul Précips,24.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Cumul Précips,1.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Cumul Précips,51.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Cumul Précips,21.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Cumul Précips,7.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Cumul Précips,57.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Cumul Précips,90.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Cumul Précips,47.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Cumul Précips,36.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Cumul Précips,61.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Cumul Précips,9.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Cumul Précips,0.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Max en 24h de précips,10.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Max en 24h de précips,1.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Max en 24h de précips,15.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Max en 24h de précips,8.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Max en 24h de précips,4.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Max en 24h de précips,16.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Max en 24h de précips,39.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Max en 24h de précips,19.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Max en 24h de précips,11.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Max en 24h de précips,11.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Max en 24h de précips,3.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Max en 24h de précips,0.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Max en 5j de précips,18.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Max en 5j de précips,1.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Max en 5j de précips,30.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Max en 5j de précips,20.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Max en 5j de précips,4.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Max en 5j de précips,33.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Max en 5j de précips,60.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Max en 5j de précips,32.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Max en 5j de précips,19.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Max en 5j de précips,30.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Max en 5j de précips,7.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Max en 5j de précips,0.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Moyenne ≥ 1 de précips [?],4.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Moyenne ≥ 1 de précips [?],1.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Moyenne ≥ 1 de précips [?],4.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Moyenne ≥ 1 de précips [?],5.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Moyenne ≥ 1 de précips [?],3.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Moyenne ≥ 1 de précips [?],9.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Moyenne ≥ 1 de précips [?],10.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Moyenne ≥ 1 de précips [?],5.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Moyenne ≥ 1 de précips [?],6.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Moyenne ≥ 1 de précips [?],5.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Moyenne ≥ 1 de précips [?],2.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Rafale maximale,75.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Rafale maximale,67.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Rafale maximale,85.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Rafale maximale,67.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Rafale maximale,53.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Rafale maximale,98.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Rafale maximale,74.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Rafale maximale,91.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Rafale maximale,64.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Rafale maximale,77.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Rafale maximale,103.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Rafale maximale,80.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Pression minimale,975.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Pression minimale,1005.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Pression minimale,987.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Pression minimale,998.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Pression minimale,1009.1
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Pression minimale,1003.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Pression minimale,1001.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Pression minimale,992.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Pression minimale,995.0
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Pression minimale,975.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Pression minimale,968.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Pression minimale,993.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Pression maximale,1034.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Pression maximale,1040.2
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Pression maximale,1026.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Pression maximale,1025.3
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Pression maximale,1025.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Pression maximale,1023.6
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Pression maximale,1020.7
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Pression maximale,1022.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Pression maximale,1025.4
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Pression maximale,1028.9
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Pression maximale,1029.5
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Pression maximale,1041.8
Paris,paris-5eme-tour-zamansky-jussieu,2023,janv,Mise à jour,2024-04-03
Paris,paris-5eme-tour-zamansky-jussieu,2023,fev,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,mars,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,avr,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,mai,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,juin,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,juil,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,août,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,sept,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,oct,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,nov,Mise à jour,2024-04-22
Paris,paris-5eme-tour-zamansky-jussieu,2023,dec,Mise à jour,2024-04-22
Marseille,marseille-marignane-marseille-provence,1996,janv,Tempé. maxi extrême,17.8
Marseille,marseille-marignane-marseille-provence,1996,fev,Tempé. maxi extrême,15.4
Marseille,marseille-marignane-marseille-provence,1996,mars,Tempé. maxi extrême,18.9
Marseille,marseille-marignane-marseille-provence,1996,avr,Tempé. maxi extrême,23.9
Marseille,marseille-marignane-marseille-provence,1996,mai,Tempé. maxi extrême,27.5
Marseille,marseille-marignane-marseille-provence,1996,juin,Tempé. maxi extrême,33.6
Marseille,marseille-marignane-marseille-provence,1996,juil,Tempé. maxi extrême,33.2
Marseille,marseille-marignane-marseille-provence,1996,août,Tempé. maxi extrême,31.7
Marseille,marseille-marignane-marseille-provence,1996,sept,Tempé. maxi extrême,26.6
Marseille,marseille-marignane-marseille-provence,1996,oct,Tempé. maxi extrême,22.8
Marseille,marseille-marignane-marseille-provence,1996,nov,Tempé. maxi extrême,20.1
Marseille,marseille-marignane-marseille-provence,1996,dec,Tempé. maxi extrême,18.8
Marseille,marseille-marignane-marseille-provence,1996,janv,Tempé. maxi moyennes,14.2
Marseille,marseille-marignane-marseille-provence,1996,fev,Tempé. maxi moyennes,10.8
Marseille,marseille-marignane-marseille-provence,1996,mars,Tempé. maxi moyennes,14.5
Marseille,marseille-marignane-marseille-provence,1996,avr,Tempé. maxi moyennes,18.6
Marseille,marseille-marignane-marseille-provence,1996,mai,Tempé. maxi moyennes,22.6
Marseille,marseille-marignane-marseille-provence,1996,juin,Tempé. maxi moyennes,27.6
Marseille,marseille-marignane-marseille-provence,1996,juil,Tempé. maxi moyennes,28.7
Marseille,marseille-marignane-marseille-provence,1996,août,Tempé. maxi moyennes,28.0
Marseille,marseille-marignane-marseille-provence,1996,sept,Tempé. maxi moyennes,22.6
Marseille,marseille-marignane-marseille-provence,1996,oct,Tempé. maxi moyennes,19.4
Marseille,marseille-marignane-marseille-provence,1996,nov,Tempé. maxi moyennes,14.4
Marseille,marseille-marignane-marseille-provence,1996,dec,Tempé. maxi moyennes,12.6
Marseille,marseille-marignane-marseille-provence,1996,janv,Tempé. moy moyennes,10.9
Marseille,marseille-marignane-marseille-provence,1996,fev,Tempé. moy moyennes,6.7
Marseille,marseille-marignane-marseille-provence,1996,mars,Tempé. moy moyennes,10.0
Marseille,marseille-marignane-marseille-provence,1996,avr,Tempé. moy moyennes,13.8
Marseille,marseille-marignane-marseille-provence,1996,mai,Tempé. moy moyennes,17.7
Marseille,marseille-marignane-marseille-provence,1996,juin,Tempé. moy moyennes,22.5
Marseille,marseille-marignane-marseille-provence,1996,juil,Tempé. moy moyennes,23.7
Marseille,marseille-marignane-marseille-provence,1996,août,Tempé. moy moyennes,23.0
Marseille,marseille-marignane-marseille-provence,1996,sept,Tempé. moy moyennes,18.0
Marseille,marseille-marignane-marseille-provence,1996,oct,Tempé. moy moyennes,15.3
Marseille,marseille-marignane-marseille-provence,1996,nov,Tempé. moy moyennes,10.7
Marseille,marseille-marignane-marseille-provence,1996,dec,Tempé. moy moyennes,9.6
Marseille,marseille-marignane-marseille-provence,1996,janv,Tempé. mini moyennes,7.9
Marseille,marseille-marignane-marseille-provence,1996,fev,Tempé. mini moyennes,2.9
Marseille,marseille-marignane-marseille-provence,1996,mars,Tempé. mini moyennes,5.7
Marseille,marseille-marignane-marseille-provence,1996,avr,Tempé. mini moyennes,9.0
Marseille,marseille-marignane-marseille-provence,1996,mai,Tempé. mini moyennes,12.9
Marseille,marseille-marignane-marseille-provence,1996,juin,Tempé. mini moyennes,17.4
Marseille,marseille-marignane-marseille-provence,1996,juil,Tempé. mini moyennes,18.7
Marseille,marseille-marignane-marseille-provence,1996,août,Tempé. mini moyennes,17.9
Marseille,marseille-marignane-marseille-provence,1996,sept,Tempé. mini moyennes,13.5
Marseille,marseille-marignane-marseille-provence,1996,oct,Tempé. mini moyennes,11.4
Marseille,marseille-marignane-marseille-provence,1996,nov,Tempé. mini moyennes,7.4
Marseille,marseille-marignane-marseille-provence,1996,dec,Tempé. mini moyennes,7.0
Marseille,marseille-marignane-marseille-provence,1996,janv,Tempé. mini extrême,1.1
Marseille,marseille-marignane-marseille-provence,1996,fev,Tempé. mini extrême,-2.5
Marseille,marseille-marignane-marseille-provence,1996,mars,Tempé. mini extrême,-1.4
Marseille,marseille-marignane-marseille-provence,1996,avr,Tempé. mini extrême,0.9
Marseille,marseille-marignane-marseille-provence,1996,mai,Tempé. mini extrême,8.7
Marseille,marseille-marignane-marseille-provence,1996,juin,Tempé. mini extrême,12.4
Marseille,marseille-marignane-marseille-provence,1996,juil,Tempé. mini extrême,14.7
Marseille,marseille-marignane-marseille-provence,1996,août,Tempé. mini extrême,13.3
Marseille,marseille-marignane-marseille-provence,1996,sept,Tempé. mini extrême,9.2
Marseille,marseille-marignane-marseille-provence,1996,oct,Tempé. mini extrême,3.8
Marseille,marseille-marignane-marseille-provence,1996,nov,Tempé. mini extrême,1.3
Marseille,marseille-marignane-marseille-provence,1996,dec,Tempé. mini extrême,-5.1
Marseille,marseille-marignane-marseille-provence,1996,janv,Tempé. maxi minimale,8.2
Marseille,marseille-marignane-marseille-provence,1996,fev,Tempé. maxi minimale,3.4
Marseille,marseille-marignane-marseille-provence,1996,mars,Tempé. maxi minimale,9.9
Marseille,marseille-marignane-marseille-provence,1996,avr,Tempé. maxi minimale,8.7
Marseille,marseille-marignane-marseille-provence,1996,mai,Tempé. maxi minimale,18.0
Marseille,marseille-marignane-marseille-provence,1996,juin,Tempé. maxi minimale,19.8
Marseille,marseille-marignane-marseille-provence,1996,juil,Tempé. maxi minimale,21.7
Marseille,marseille-marignane-marseille-provence,1996,août,Tempé. maxi minimale,23.0
Marseille,marseille-marignane-marseille-provence,1996,sept,Tempé. maxi minimale,16.6
Marseille,marseille-marignane-marseille-provence,1996,oct,Tempé. maxi minimale,14.8
Marseille,marseille-marignane-marseille-provence,1996,nov,Tempé. maxi minimale,7.5
Marseille,marseille-marignane-marseille-provence,1996,dec,Tempé. maxi minimale,3.0
Marseille,marseille-marignane-marseille-provence,1996,janv,Tempé. mini maximale,12.5
Marseille,marseille-marignane-marseille-provence,1996,fev,Tempé. mini maximale,9.6
